"Attrition","Age","Gender","MaritalStatus","BusinessTravel","Department","DistanceFromHome","EducationField","JobRole","MonthlyIncome","JobSatisfaction","OverTime","PerformanceRating","YearsAtCompany"
"Yes",19,"Male","Single","Travel_Rarely","Research & Development",2,"Life Sciences","Laboratory Technician",1102,4,"No",4,1
"Yes",41,"Female","Single","Travel_Rarely","Sales",20,"Marketing","Sales Representative",3140,2,"Yes",4,4
"Yes",35,"Male","Married","Travel_Rarely","Research & Development",23,"Life Sciences","Manufacturing Director",5916,3,"Yes",3,1
"Yes",38,"Male","Married","Travel_Rarely","Research & Development",29,"Medical","Healthcare Representative",6673,1,"Yes",3,1
"Yes",29,"Female","Married","Travel_Rarely","Sales",27,"Marketing","Sales Executive",7639,4,"No",4,10
"Yes",32,"Male","Married","Travel_Rarely","Sales",4,"Medical","Sales Executive",10400,4,"No",3,14
"Yes",30,"Female","Single","Travel_Rarely","Research & Development",3,"Technical Degree","Research Scientist",2657,1,"Yes",3,5
"Yes",30,"Female","Single","Travel_Frequently","Sales",26,"Marketing","Sales Executive",6696,1,"No",3,6
"Yes",29,"Male","Single","Travel_Rarely","Research & Development",1,"Technical Degree","Research Scientist",2058,3,"No",3,6
"Yes",29,"Male","Single","Travel_Rarely","Research & Development",18,"Medical","Research Scientist",2389,4,"Yes",3,4
"Yes",33,"Male","Married","Travel_Rarely","Research & Development",14,"Medical","Laboratory Technician",2436,4,"Yes",3,5
"Yes",33,"Female","Married","Travel_Rarely","Research & Development",2,"Life Sciences","Laboratory Technician",2707,1,"No",4,9
"Yes",32,"Male","Single","Travel_Rarely","Research & Development",1,"Life Sciences","Laboratory Technician",3730,3,"Yes",3,3
"Yes",37,"Male","Divorced","Travel_Frequently","Research & Development",10,"Medical","Manufacturing Director",10048,3,"No",3,1
"Yes",31,"Male","Single","Travel_Frequently","Research & Development",29,"Medical","Laboratory Technician",3479,2,"No",3,5
"Yes",28,"Male","Single","Travel_Rarely","Research & Development",2,"Life Sciences","Laboratory Technician",3485,3,"No",3,0
"Yes",47,"Male","Married","Non-Travel","Research & Development",29,"Life Sciences","Manager",11849,2,"Yes",3,10
"Yes",44,"Male","Divorced","Travel_Frequently","Research & Development",24,"Life Sciences","Laboratory Technician",3161,3,"Yes",4,1
"Yes",26,"Male","Divorced","Travel_Rarely","Research & Development",16,"Medical","Laboratory Technician",2373,2,"Yes",3,3
"Yes",26,"Male","Single","Travel_Rarely","Sales",4,"Marketing","Sales Executive",5828,4,"Yes",3,8
"Yes",18,"Male","Single","Travel_Rarely","Research & Development",3,"Life Sciences","Laboratory Technician",1420,3,"No",3,0
"Yes",52,"Male","Married","Travel_Rarely","Research & Development",8,"Medical","Research Scientist",4941,2,"No",3,8
"Yes",28,"Male","Married","Travel_Rarely","Research & Development",2,"Medical","Research Scientist",3464,4,"Yes",3,3
"Yes",39,"Female","Married","Travel_Rarely","Sales",3,"Medical","Sales Executive",5238,3,"Yes",3,1
"Yes",29,"Male","Married","Travel_Rarely","Research & Development",8,"Other","Laboratory Technician",2119,1,"Yes",3,7
"Yes",21,"Female","Single","Travel_Frequently","Sales",1,"Technical Degree","Sales Representative",2174,2,"Yes",3,3
"Yes",33,"Female","Single","Travel_Rarely","Sales",5,"Marketing","Sales Representative",2851,3,"Yes",3,1
"Yes",41,"Male","Single","Travel_Frequently","Sales",4,"Marketing","Sales Executive",9355,2,"No",3,8
"Yes",40,"Male","Married","Travel_Rarely","Sales",22,"Marketing","Sales Executive",6380,3,"Yes",3,6
"Yes",21,"Female","Single","Travel_Rarely","Sales",12,"Life Sciences","Sales Representative",2716,2,"No",3,1
"Yes",34,"Male","Single","Non-Travel","Sales",19,"Marketing","Sales Executive",5304,4,"Yes",3,5
"Yes",26,"Male","Single","Travel_Frequently","Research & Development",3,"Technical Degree","Research Scientist",3102,1,"No",4,6
"Yes",30,"Male","Single","Travel_Frequently","Research & Development",4,"Technical Degree","Research Scientist",2285,4,"Yes",4,1
"Yes",25,"Male","Married","Travel_Rarely","Research & Development",3,"Medical","Laboratory Technician",4031,1,"No",3,2
"Yes",24,"Female","Single","Travel_Rarely","Sales",1,"Technical Degree","Sales Representative",3202,2,"Yes",3,5
"Yes",34,"Female","Divorced","Travel_Frequently","Sales",6,"Marketing","Sales Representative",2351,3,"No",3,2
"Yes",29,"Female","Married","Travel_Rarely","Research & Development",25,"Technical Degree","Research Scientist",2546,2,"No",3,2
"Yes",19,"Male","Single","Travel_Rarely","Human Resources",2,"Technical Degree","Human Resources",2564,4,"No",3,1
"Yes",33,"Male","Married","Travel_Rarely","Research & Development",15,"Medical","Manager",13610,3,"Yes",3,7
"Yes",33,"Male","Divorced","Travel_Rarely","Research & Development",10,"Medical","Laboratory Technician",3408,4,"No",3,4
"Yes",31,"Male","Married","Travel_Frequently","Research & Development",20,"Life Sciences","Healthcare Representative",9824,3,"No",3,1
"Yes",34,"Female","Divorced","Travel_Frequently","Human Resources",23,"Human Resources","Human Resources",9950,1,"Yes",3,3
"Yes",22,"Male","Single","Travel_Frequently","Research & Development",4,"Technical Degree","Laboratory Technician",3894,3,"No",3,2
"Yes",26,"Female","Divorced","Travel_Frequently","Human Resources",17,"Life Sciences","Human Resources",2741,3,"Yes",3,7
"Yes",18,"Male","Single","Travel_Frequently","Sales",5,"Marketing","Sales Representative",1878,2,"Yes",3,0
"Yes",26,"Male","Single","Travel_Rarely","Research & Development",24,"Technical Degree","Laboratory Technician",2340,4,"Yes",3,1
"Yes",32,"Male","Married","Non-Travel","Sales",11,"Other","Sales Executive",4707,3,"No",3,4
"Yes",24,"Female","Married","Travel_Frequently","Research & Development",7,"Life Sciences","Laboratory Technician",2886,3,"Yes",3,6
"Yes",30,"Male","Married","Travel_Frequently","Sales",12,"Life Sciences","Sales Representative",2033,1,"No",3,1
"Yes",31,"Male","Divorced","Travel_Rarely","Sales",13,"Medical","Sales Executive",4233,1,"No",3,3
"Yes",27,"Male","Divorced","Travel_Rarely","Sales",2,"Marketing","Sales Representative",3041,1,"No",3,4
"Yes",45,"Female","Married","Travel_Frequently","Sales",26,"Life Sciences","Sales Executive",4286,1,"No",3,1
"Yes",20,"Male","Single","Travel_Rarely","Research & Development",10,"Medical","Research Scientist",1009,3,"Yes",3,1
"Yes",33,"Male","Single","Travel_Frequently","Research & Development",3,"Life Sciences","Research Scientist",3348,1,"Yes",3,10
"Yes",24,"Female","Single","Travel_Rarely","Sales",3,"Life Sciences","Sales Executive",4577,3,"No",3,2
"Yes",50,"Male","Married","Travel_Frequently","Sales",8,"Technical Degree","Sales Executive",6796,3,"Yes",3,4
"Yes",28,"Female","Single","Travel_Rarely","Research & Development",1,"Life Sciences","Research Scientist",2216,2,"Yes",3,7
"Yes",42,"Male","Divorced","Travel_Frequently","Research & Development",19,"Medical","Research Scientist",2759,3,"Yes",3,2
"Yes",33,"Male","Single","Travel_Rarely","Research & Development",1,"Other","Research Scientist",2686,4,"Yes",3,10
"Yes",47,"Female","Single","Travel_Frequently","Sales",27,"Life Sciences","Sales Executive",6397,3,"Yes",3,5
"Yes",55,"Male","Married","Travel_Rarely","Research & Development",2,"Medical","Manager",19859,1,"Yes",3,5
"Yes",26,"Male","Single","Travel_Rarely","Sales",8,"Technical Degree","Sales Executive",5326,1,"No",3,4
"Yes",23,"Male","Married","Travel_Rarely","Research & Development",6,"Life Sciences","Laboratory Technician",1601,1,"Yes",4,0
"Yes",29,"Female","Married","Travel_Rarely","Research & Development",1,"Life Sciences","Laboratory Technician",2319,1,"Yes",3,1
"Yes",33,"Female","Single","Travel_Rarely","Sales",16,"Marketing","Sales Executive",5324,1,"No",3,3
"Yes",58,"Male","Single","Travel_Rarely","Research & Development",2,"Life Sciences","Research Director",19246,2,"Yes",3,31
"Yes",28,"Male","Single","Travel_Rarely","Research & Development",2,"Medical","Research Scientist",4382,3,"No",3,2
"Yes",49,"Female","Married","Travel_Rarely","Sales",11,"Marketing","Sales Executive",7654,4,"No",3,9
"Yes",55,"Male","Single","Travel_Rarely","Sales",2,"Medical","Sales Executive",5160,4,"No",3,9
"Yes",26,"Female","Married","Travel_Frequently","Research & Development",5,"Medical","Research Scientist",2366,3,"Yes",3,8
"Yes",35,"Female","Divorced","Travel_Frequently","Research & Development",25,"Life Sciences","Research Scientist",2022,2,"Yes",3,10
"Yes",29,"Female","Divorced","Travel_Rarely","Sales",1,"Medical","Sales Representative",2800,3,"Yes",3,3
"Yes",32,"Male","Single","Travel_Rarely","Research & Development",25,"Life Sciences","Laboratory Technician",2795,4,"Yes",4,1
"Yes",58,"Male","Divorced","Travel_Frequently","Research & Development",2,"Life Sciences","Laboratory Technician",2380,4,"Yes",3,1
"Yes",20,"Female","Single","Travel_Rarely","Sales",2,"Medical","Sales Representative",2044,3,"No",3,2
"Yes",21,"Female","Single","Travel_Rarely","Research & Development",18,"Other","Research Scientist",2693,4,"No",3,1
"Yes",22,"Female","Married","Travel_Rarely","Research & Development",3,"Life Sciences","Manufacturing Director",4171,3,"Yes",3,3
"Yes",41,"Female","Divorced","Travel_Rarely","Research & Development",2,"Life Sciences","Laboratory Technician",2778,4,"Yes",3,7
"Yes",39,"Male","Married","Travel_Rarely","Research & Development",6,"Medical","Laboratory Technician",2404,1,"Yes",4,2
"Yes",25,"Male","Married","Travel_Rarely","Sales",19,"Marketing","Sales Representative",2413,2,"Yes",3,1
"Yes",19,"Male","Single","Travel_Rarely","Sales",21,"Other","Sales Representative",2121,2,"Yes",3,1
"Yes",20,"Male","Single","Travel_Rarely","Research & Development",4,"Technical Degree","Laboratory Technician",2973,1,"No",3,1
"Yes",36,"Male","Married","Travel_Rarely","Sales",3,"Life Sciences","Sales Executive",10325,4,"Yes",3,16
"Yes",37,"Male","Married","Travel_Rarely","Sales",1,"Life Sciences","Sales Executive",10609,3,"No",3,14
"Yes",58,"Male","Single","Travel_Rarely","Research & Development",2,"Technical Degree","Research Scientist",2479,3,"No",4,1
"Yes",40,"Female","Single","Non-Travel","Sales",24,"Life Sciences","Sales Executive",13194,2,"Yes",3,1
"Yes",31,"Male","Single","Non-Travel","Research & Development",9,"Medical","Research Scientist",2321,1,"Yes",4,3
"Yes",29,"Female","Single","Travel_Rarely","Research & Development",10,"Life Sciences","Research Scientist",2404,1,"Yes",4,0
"Yes",30,"Female","Married","Travel_Rarely","Research & Development",22,"Life Sciences","Research Scientist",2132,3,"Yes",3,5
"Yes",35,"Male","Divorced","Travel_Rarely","Research & Development",14,"Other","Laboratory Technician",3743,2,"Yes",4,4
"Yes",20,"Female","Single","Travel_Rarely","Research & Development",11,"Medical","Research Scientist",2600,1,"Yes",3,1
"Yes",30,"Female","Single","Travel_Frequently","Research & Development",5,"Medical","Laboratory Technician",2422,2,"No",3,3
"Yes",37,"Female","Married","Travel_Rarely","Research & Development",11,"Medical","Healthcare Representative",4777,2,"No",3,1
"Yes",26,"Male","Single","Non-Travel","Sales",29,"Medical","Sales Executive",4969,1,"No",3,2
"Yes",52,"Female","Married","Travel_Rarely","Sales",2,"Marketing","Manager",19845,4,"No",3,32
"Yes",36,"Female","Single","Travel_Rarely","Research & Development",16,"Life Sciences","Laboratory Technician",2743,1,"No",3,17
"Yes",36,"Male","Divorced","Travel_Rarely","Research & Development",15,"Other","Laboratory Technician",4834,3,"No",3,1
"Yes",26,"Male","Married","Travel_Frequently","Research & Development",2,"Life Sciences","Research Scientist",2042,1,"Yes",3,3
"Yes",20,"Female","Single","Travel_Frequently","Sales",9,"Marketing","Sales Representative",2323,4,"Yes",3,2
"Yes",21,"Female","Single","Travel_Rarely","Research & Development",10,"Life Sciences","Laboratory Technician",1416,1,"No",3,1
"Yes",51,"Male","Married","Travel_Rarely","Research & Development",4,"Life Sciences","Research Scientist",2461,3,"Yes",3,10
"Yes",28,"Male","Single","Non-Travel","Research & Development",24,"Technical Degree","Healthcare Representative",8722,1,"No",3,10
"Yes",44,"Male","Married","Travel_Rarely","Human Resources",1,"Medical","Human Resources",10482,1,"No",3,20
"Yes",35,"Male","Single","Travel_Rarely","Sales",4,"Technical Degree","Sales Executive",9582,1,"Yes",4,8
"Yes",33,"Female","Single","Travel_Frequently","Research & Development",29,"Medical","Research Scientist",4508,3,"No",4,13
"Yes",25,"Male","Married","Travel_Rarely","Research & Development",4,"Technical Degree","Laboratory Technician",3691,4,"Yes",3,7
"Yes",26,"Male","Divorced","Travel_Rarely","Research & Development",21,"Medical","Laboratory Technician",2377,3,"No",4,1
"Yes",33,"Male","Single","Travel_Rarely","Research & Development",25,"Medical","Research Scientist",2313,2,"Yes",4,2
"Yes",28,"Male","Divorced","Travel_Frequently","Research & Development",1,"Medical","Laboratory Technician",2596,2,"No",3,1
"Yes",50,"Male","Single","Travel_Frequently","Sales",1,"Other","Sales Executive",4728,3,"Yes",3,0
"Yes",39,"Male","Divorced","Travel_Frequently","Research & Development",2,"Life Sciences","Healthcare Representative",12169,4,"No",3,18
"Yes",18,"Male","Single","Non-Travel","Research & Development",8,"Medical","Laboratory Technician",1904,3,"No",3,0
"Yes",33,"Female","Single","Travel_Rarely","Sales",9,"Marketing","Sales Executive",8224,1,"Yes",3,5
"Yes",31,"Male","Married","Travel_Frequently","Research & Development",15,"Medical","Laboratory Technician",2610,3,"No",3,2
"Yes",29,"Female","Married","Travel_Rarely","Sales",23,"Life Sciences","Sales Executive",7336,1,"No",3,11
"Yes",42,"Male","Single","Travel_Frequently","Sales",12,"Life Sciences","Sales Executive",13758,1,"Yes",3,21
"Yes",28,"Female","Married","Travel_Rarely","Research & Development",12,"Life Sciences","Laboratory Technician",2515,4,"Yes",3,1
"Yes",43,"Female","Single","Travel_Rarely","Sales",9,"Marketing","Sales Executive",5346,3,"No",3,4
"Yes",44,"Male","Single","Travel_Rarely","Research & Development",10,"Life Sciences","Research Scientist",2936,3,"Yes",3,6
"Yes",22,"Male","Married","Travel_Frequently","Research & Development",3,"Life Sciences","Research Scientist",2853,4,"Yes",3,0
"Yes",41,"Male","Divorced","Non-Travel","Research & Development",5,"Life Sciences","Research Scientist",2107,1,"No",3,1
"Yes",24,"Female","Married","Travel_Rarely","Research & Development",17,"Life Sciences","Laboratory Technician",2210,2,"No",3,1
"Yes",19,"Female","Single","Non-Travel","Research & Development",10,"Medical","Research Scientist",1859,2,"Yes",4,1
"Yes",25,"Male","Single","Travel_Frequently","Sales",24,"Life Sciences","Sales Representative",1118,4,"Yes",3,1
"Yes",45,"Female","Single","Travel_Rarely","Sales",2,"Marketing","Manager",18824,2,"Yes",3,24
"Yes",21,"Female","Single","Travel_Frequently","Research & Development",10,"Life Sciences","Laboratory Technician",2625,3,"No",4,2
"Yes",44,"Female","Married","Travel_Rarely","Research & Development",15,"Medical","Healthcare Representative",7978,4,"No",3,10
"Yes",29,"Female","Divorced","Travel_Rarely","Research & Development",7,"Technical Degree","Laboratory Technician",3339,3,"Yes",3,7
"Yes",32,"Male","Married","Travel_Rarely","Research & Development",7,"Life Sciences","Laboratory Technician",4883,3,"No",3,10
"Yes",39,"Male","Single","Travel_Rarely","Research & Development",23,"Medical","Research Scientist",3904,1,"No",3,5
"Yes",40,"Male","Single","Travel_Rarely","Sales",25,"Marketing","Sales Executive",9094,2,"Yes",3,5
"Yes",52,"Male","Single","Travel_Rarely","Sales",5,"Life Sciences","Sales Executive",8446,2,"Yes",3,8
"Yes",31,"Female","Single","Travel_Frequently","Sales",1,"Life Sciences","Sales Representative",2302,2,"Yes",3,3
"Yes",44,"Male","Married","Travel_Rarely","Research & Development",3,"Life Sciences","Laboratory Technician",2362,1,"No",3,3
"Yes",58,"Female","Married","Travel_Rarely","Research & Development",7,"Medical","Manufacturing Director",10008,1,"Yes",3,10
"Yes",55,"Male","Single","Travel_Rarely","Sales",13,"Marketing","Sales Executive",13695,3,"Yes",3,19
"Yes",31,"Female","Single","Travel_Frequently","Sales",2,"Life Sciences","Sales Representative",2785,4,"No",3,1
"Yes",35,"Female","Married","Travel_Frequently","Sales",18,"Marketing","Sales Executive",4614,3,"Yes",3,4
"Yes",31,"Male","Married","Travel_Rarely","Research & Development",22,"Medical","Manufacturing Director",6179,3,"Yes",3,10
"Yes",27,"Female","Single","Travel_Rarely","Research & Development",17,"Life Sciences","Research Scientist",2394,3,"Yes",3,8
"Yes",49,"Male","Single","Travel_Frequently","Research & Development",28,"Life Sciences","Laboratory Technician",4284,1,"No",4,4
"Yes",29,"Female","Single","Travel_Frequently","Research & Development",14,"Other","Healthcare Representative",7553,4,"Yes",3,8
"Yes",31,"Female","Single","Travel_Frequently","Sales",1,"Life Sciences","Sales Representative",1359,3,"No",3,1
"Yes",31,"Female","Single","Travel_Rarely","Research & Development",8,"Life Sciences","Research Scientist",1261,2,"No",3,1
"Yes",25,"Male","Married","Travel_Rarely","Sales",9,"Life Sciences","Sales Representative",4400,1,"No",3,3
"Yes",46,"Male","Divorced","Travel_Rarely","Sales",9,"Marketing","Sales Executive",10096,4,"No",3,7
"Yes",39,"Female","Single","Non-Travel","Research & Development",2,"Life Sciences","Laboratory Technician",3646,1,"Yes",4,1
"Yes",31,"Female","Single","Travel_Frequently","Research & Development",1,"Life Sciences","Manufacturing Director",7446,2,"No",3,10
"Yes",31,"Male","Married","Travel_Frequently","Research & Development",2,"Life Sciences","Laboratory Technician",3722,4,"Yes",3,2
"Yes",34,"Female","Married","Travel_Rarely","Human Resources",9,"Technical Degree","Human Resources",2742,3,"No",3,2
"Yes",28,"Male","Married","Travel_Frequently","Sales",1,"Technical Degree","Sales Representative",2909,3,"No",3,3
"Yes",29,"Female","Single","Travel_Frequently","Sales",13,"Technical Degree","Sales Executive",5765,2,"No",3,5
"Yes",34,"Female","Single","Travel_Rarely","Sales",24,"Medical","Sales Executive",4599,2,"Yes",4,15
"Yes",24,"Male","Single","Travel_Frequently","Research & Development",9,"Medical","Laboratory Technician",3172,1,"Yes",3,0
"Yes",28,"Male","Single","Travel_Frequently","Research & Development",2,"Medical","Laboratory Technician",2561,1,"No",3,0
"Yes",29,"Male","Single","Travel_Rarely","Research & Development",1,"Technical Degree","Research Scientist",2362,1,"No",3,9
"Yes",40,"Male","Single","Travel_Rarely","Research & Development",9,"Life Sciences","Laboratory Technician",2018,1,"No",3,5
"Yes",31,"Female","Single","Travel_Frequently","Research & Development",3,"Life Sciences","Research Scientist",4084,3,"No",3,7
"Yes",30,"Male","Married","Travel_Rarely","Sales",1,"Life Sciences","Sales Executive",9714,1,"No",3,10
"Yes",35,"Female","Divorced","Travel_Rarely","Research & Development",2,"Life Sciences","Laboratory Technician",2074,1,"Yes",3,1
"Yes",53,"Female","Married","Travel_Rarely","Research & Development",2,"Technical Degree","Manufacturing Director",10169,4,"No",3,33
"Yes",38,"Male","Married","Travel_Rarely","Research & Development",2,"Medical","Manufacturing Director",4855,2,"No",3,5
"Yes",28,"Male","Married","Travel_Rarely","Research & Development",24,"Medical","Laboratory Technician",2408,2,"Yes",3,1
"Yes",18,"Female","Single","Travel_Frequently","Sales",3,"Medical","Sales Representative",1569,4,"Yes",3,0
"Yes",35,"Male","Married","Travel_Rarely","Sales",10,"Medical","Sales Executive",10306,1,"No",3,13
"Yes",35,"Male","Divorced","Travel_Rarely","Sales",15,"Medical","Sales Executive",5440,4,"Yes",3,2
"Yes",40,"Male","Single","Travel_Rarely","Research & Development",7,"Life Sciences","Laboratory Technician",2166,1,"Yes",3,4
"Yes",35,"Male","Single","Travel_Frequently","Sales",12,"Other","Sales Executive",4581,4,"Yes",4,11
"Yes",23,"Male","Single","Travel_Rarely","Research & Development",8,"Medical","Laboratory Technician",3989,3,"Yes",3,5
"Yes",48,"Female","Married","Travel_Frequently","Sales",7,"Medical","Sales Representative",2655,3,"Yes",3,9
"Yes",32,"Male","Single","Travel_Rarely","Research & Development",2,"Life Sciences","Laboratory Technician",1393,2,"No",3,1
"Yes",23,"Male","Divorced","Travel_Rarely","Sales",7,"Life Sciences","Sales Representative",2275,4,"Yes",4,3
"Yes",24,"Male","Married","Travel_Rarely","Human Resources",22,"Human Resources","Human Resources",1555,3,"No",3,1
"Yes",47,"Male","Married","Travel_Frequently","Sales",9,"Life Sciences","Sales Executive",12936,3,"No",3,23
"Yes",36,"Male","Divorced","Travel_Rarely","Sales",13,"Marketing","Sales Executive",6134,1,"Yes",3,2
"Yes",32,"Male","Single","Travel_Rarely","Sales",1,"Life Sciences","Sales Executive",6735,2,"No",3,0
"Yes",30,"Female","Divorced","Travel_Frequently","Human Resources",8,"Human Resources","Human Resources",2180,4,"No",3,4
"Yes",29,"Female","Single","Travel_Rarely","Sales",9,"Marketing","Sales Representative",2760,2,"No",3,2
"Yes",33,"Female","Single","Travel_Rarely","Sales",16,"Life Sciences","Sales Executive",8564,1,"Yes",4,0
"Yes",31,"Male","Married","Travel_Rarely","Sales",16,"Marketing","Sales Executive",8161,3,"No",3,1
"Yes",43,"Male","Married","Travel_Frequently","Research & Development",17,"Technical Degree","Research Scientist",2437,3,"Yes",3,1
"Yes",21,"Male","Single","Travel_Rarely","Sales",7,"Marketing","Sales Representative",2679,2,"No",3,1
"Yes",22,"Female","Married","Travel_Rarely","Research & Development",8,"Medical","Laboratory Technician",2398,1,"Yes",3,1
"Yes",44,"Male","Divorced","Travel_Frequently","Research & Development",1,"Medical","Research Scientist",2342,2,"Yes",3,5
"Yes",35,"Male","Single","Travel_Rarely","Sales",27,"Life Sciences","Sales Executive",5813,4,"Yes",3,10
"Yes",34,"Male","Married","Travel_Frequently","Research & Development",9,"Life Sciences","Laboratory Technician",5346,1,"No",3,7
"Yes",37,"Male","Single","Travel_Rarely","Research & Development",10,"Medical","Manufacturing Director",4213,1,"No",3,10
"Yes",26,"Female","Married","Travel_Rarely","Human Resources",20,"Medical","Human Resources",2148,2,"Yes",3,5
"Yes",46,"Female","Married","Travel_Rarely","Research & Development",21,"Medical","Healthcare Representative",8926,2,"No",4,9
"Yes",31,"Male","Married","Travel_Rarely","Human Resources",18,"Human Resources","Human Resources",2956,1,"No",3,1
"Yes",29,"Male","Divorced","Travel_Rarely","Human Resources",13,"Human Resources","Human Resources",2335,1,"Yes",3,2
"Yes",32,"Male","Single","Travel_Rarely","Sales",2,"Marketing","Sales Executive",9907,2,"Yes",3,2
"Yes",29,"Male","Single","Travel_Frequently","Research & Development",24,"Life Sciences","Research Scientist",2439,4,"Yes",4,1
"Yes",46,"Female","Married","Travel_Rarely","Sales",10,"Life Sciences","Sales Executive",7314,2,"No",4,8
"Yes",30,"Male","Single","Travel_Rarely","Sales",9,"Medical","Sales Representative",1081,4,"No",3,1
"Yes",22,"Male","Single","Travel_Rarely","Research & Development",7,"Life Sciences","Research Scientist",2472,2,"Yes",4,1
"Yes",34,"Male","Married","Non-Travel","Research & Development",16,"Technical Degree","Research Scientist",2307,1,"Yes",4,5
"Yes",56,"Male","Single","Travel_Rarely","Research & Development",24,"Life Sciences","Laboratory Technician",2587,4,"No",3,4
"Yes",29,"Male","Single","Travel_Frequently","Sales",24,"Technical Degree","Sales Representative",1091,1,"No",3,1
"Yes",28,"Female","Single","Travel_Rarely","Sales",13,"Marketing","Sales Executive",9854,3,"Yes",3,2
"Yes",32,"Female","Single","Travel_Frequently","Research & Development",5,"Life Sciences","Research Scientist",2432,3,"Yes",3,4
"Yes",27,"Female","Married","Travel_Frequently","Human Resources",22,"Human Resources","Human Resources",2863,2,"No",3,1
"Yes",28,"Male","Divorced","Travel_Rarely","Research & Development",17,"Technical Degree","Laboratory Technician",2367,4,"No",3,4
"Yes",31,"Male","Married","Travel_Frequently","Sales",26,"Marketing","Sales Executive",5617,4,"Yes",3,10
"Yes",53,"Male","Single","Travel_Rarely","Sales",24,"Life Sciences","Sales Executive",10448,1,"Yes",3,2
"Yes",23,"Male","Married","Travel_Frequently","Sales",9,"Marketing","Sales Representative",1790,1,"No",3,1
"Yes",29,"Male","Married","Travel_Rarely","Research & Development",1,"Medical","Research Scientist",4787,4,"Yes",3,2
"Yes",56,"Male","Married","Travel_Rarely","Research & Development",7,"Technical Degree","Laboratory Technician",2339,3,"No",3,10
"Yes",50,"Male","Divorced","Travel_Frequently","Sales",1,"Life Sciences","Sales Executive",6728,3,"No",3,6
"Yes",50,"Male","Divorced","Travel_Rarely","Sales",28,"Marketing","Sales Executive",10854,1,"Yes",3,3
"Yes",41,"Female","Single","Travel_Rarely","Sales",1,"Life Sciences","Sales Executive",5993,4,"Yes",3,6
"Yes",37,"Male","Single","Travel_Rarely","Research & Development",2,"Other","Laboratory Technician",2090,3,"Yes",3,0
"Yes",28,"Male","Single","Travel_Rarely","Research & Development",24,"Life Sciences","Laboratory Technician",2028,3,"Yes",3,4
"Yes",36,"Male","Single","Travel_Rarely","Sales",9,"Life Sciences","Sales Representative",3407,1,"No",4,5
"Yes",34,"Male","Single","Travel_Rarely","Research & Development",6,"Medical","Research Scientist",2960,1,"No",3,4
"Yes",32,"Female","Single","Travel_Frequently","Research & Development",16,"Life Sciences","Research Scientist",3919,1,"Yes",4,10
"Yes",39,"Male","Married","Travel_Rarely","Sales",5,"Technical Degree","Sales Representative",2086,4,"No",3,1
"Yes",24,"Male","Married","Travel_Rarely","Research & Development",1,"Medical","Research Scientist",2293,4,"Yes",3,2
"Yes",50,"Male","Married","Travel_Rarely","Sales",3,"Marketing","Sales Representative",2683,3,"Yes",3,3
"Yes",26,"Male","Single","Travel_Rarely","Research & Development",25,"Life Sciences","Laboratory Technician",2293,3,"No",3,1
"Yes",41,"Female","Married","Travel_Rarely","Research & Development",12,"Technical Degree","Research Director",19545,3,"No",3,22
"Yes",48,"Male","Single","Travel_Rarely","Research & Development",1,"Life Sciences","Laboratory Technician",5381,3,"Yes",3,1
"Yes",28,"Male","Single","Travel_Rarely","Research & Development",5,"Technical Degree","Laboratory Technician",3441,3,"Yes",3,2
"Yes",36,"Male","Married","Travel_Rarely","Research & Development",9,"Medical","Research Scientist",3388,3,"Yes",3,1
"Yes",46,"Male","Single","Travel_Rarely","Sales",9,"Medical","Sales Executive",9619,4,"No",3,9
"Yes",37,"Male","Divorced","Travel_Rarely","Human Resources",6,"Human Resources","Human Resources",2073,1,"Yes",4,3
"Yes",20,"Female","Single","Travel_Frequently","Research & Development",6,"Life Sciences","Laboratory Technician",2926,4,"Yes",3,1
"Yes",25,"Male","Single","Travel_Rarely","Sales",5,"Marketing","Sales Executive",5744,3,"Yes",3,6
"Yes",34,"Male","Single","Travel_Frequently","Research & Development",7,"Life Sciences","Laboratory Technician",6074,3,"Yes",4,9
"Yes",56,"Female","Married","Travel_Rarely","Research & Development",14,"Life Sciences","Research Scientist",4963,2,"Yes",3,5
"Yes",31,"Male","Married","Travel_Rarely","Sales",6,"Life Sciences","Sales Executive",6172,3,"Yes",3,7
"Yes",58,"Female","Married","Travel_Rarely","Research & Development",23,"Medical","Healthcare Representative",10312,4,"No",3,40
"Yes",19,"Male","Single","Travel_Rarely","Sales",22,"Marketing","Sales Representative",1675,3,"Yes",3,0
"Yes",31,"Female","Married","Travel_Rarely","Sales",20,"Life Sciences","Sales Executive",4559,3,"Yes",3,2
"Yes",51,"Male","Single","Travel_Frequently","Research & Development",8,"Life Sciences","Manufacturing Director",10650,4,"No",3,4
"Yes",32,"Female","Single","Travel_Rarely","Research & Development",9,"Medical","Laboratory Technician",4200,1,"No",4,5
"Yes",19,"Female","Single","Travel_Frequently","Sales",1,"Technical Degree","Sales Representative",2325,1,"No",4,0
"Yes",19,"Male","Single","Travel_Rarely","Research & Development",2,"Life Sciences","Laboratory Technician",1102,4,"No",4,1
"Yes",41,"Female","Single","Travel_Rarely","Sales",20,"Marketing","Sales Representative",3140,2,"Yes",4,4
"Yes",35,"Male","Married","Travel_Rarely","Research & Development",23,"Life Sciences","Manufacturing Director",5916,3,"Yes",3,1
